2025-10-05 21:03:50,245 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-05 23:33:58,233 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-05 23:33:58,233 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata__3tp6zdq/FirstScan.pdf (dpi=300, limit=0)
2025-10-05 23:34:03,817 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-05 23:34:09,024 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-05 23:34:15,679 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-05 23:34:20,726 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-05 23:34:26,163 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-05 23:34:31,533 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-05 23:34:39,520 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-05 23:34:45,066 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-05 23:34:49,887 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-05 23:34:55,591 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-05 23:35:01,590 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_022.png
2025-10-05 23:35:07,810 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-05 23:35:11,797 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0012.json
2025-10-05 23:35:11,798 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:35:17,704 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0013.json
2025-10-05 23:35:17,706 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:35:23,387 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_030.png
2025-10-05 23:35:29,064 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_032.png
2025-10-05 23:35:34,427 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_034.png
2025-10-05 23:35:39,660 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_036.png
2025-10-05 23:35:44,360 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_038.png
2025-10-05 23:35:48,762 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_040.png
2025-10-05 23:45:35,599 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-05 23:45:40,028 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_nw960jaj/FirstScan.pdf into 74 image(s) at 300dpi
2025-10-05 23:45:40,035 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-05 23:45:40,035 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_nw960jaj/FirstScan.pdf (dpi=300, limit=0)
2025-10-05 23:45:47,572 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0014.json
2025-10-05 23:45:47,572 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_002.png: Remote OCR JSON failed validation: ['notes']: '{"stage":"Basic","types":["Colorless"]}' is not of type 'object'
2025-10-05 23:46:11,233 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0015.json
2025-10-05 23:46:11,235 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_004.png: Remote OCR JSON failed validation: ['notes']: '{}' is not of type 'object'
2025-10-05 23:46:20,400 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0016.json
2025-10-05 23:46:20,401 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_006.png: Remote OCR JSON failed validation: ['notes']: '{"stage":"Stage 1","types":["Fire"]}' is not of type 'object'
2025-10-05 23:46:31,177 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0017.json
2025-10-05 23:46:31,178 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_008.png: Remote OCR JSON failed validation: ['notes']: '{"type":"Stadium"}' is not of type 'object'
2025-10-05 23:49:15,158 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-05 23:49:19,581 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_wfe8_e11/FirstScan.pdf into 74 image(s) at 300dpi
2025-10-05 23:49:19,589 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-05 23:49:19,589 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_wfe8_e11/FirstScan.pdf (dpi=300, limit=0)
2025-10-05 23:49:28,321 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-05 23:49:36,316 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-05 23:49:43,338 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-05 23:49:47,939 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-05 23:49:55,294 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-05 23:50:06,060 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-05 23:50:18,006 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-05 23:50:23,407 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-05 23:50:29,483 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-05 23:50:36,396 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-05 23:50:41,867 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_022.png
2025-10-05 23:50:46,582 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-05 23:50:51,678 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0018.json
2025-10-05 23:50:51,681 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:50:58,079 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0019.json
2025-10-05 23:50:58,079 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:59:57,847 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-06 00:00:02,318 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_gxm85nto/FirstScan.pdf into 74 image(s) at 300dpi
2025-10-06 00:00:02,323 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-06 00:00:02,323 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_gxm85nto/FirstScan.pdf (dpi=300, limit=0)
2025-10-06 00:00:17,847 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0020.json
2025-10-06 00:00:17,848 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_002.png: Remote OCR JSON failed validation: ['evolvesFrom']: None is not of type 'string'; ['promo', 'promoNumber']: None is not of type 'string'; ['promo', 'series']: None is not of type 'string'; ['set', 'symbolCode']: None is not of type 'string'; ['text', 'attacks', 0, 'text']: None is not of type 'string'; ['text', 'attacks', 1, 'text']: None is not of type 'string'
2025-10-06 00:00:37,894 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0021.json
2025-10-06 00:00:37,898 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_004.png: Remote OCR JSON failed validation: ['evolvesFrom']: None is not of type 'string'; ['illustrator']: None is not of type 'string'; ['printYear']: None is not of type 'integer'; ['promo', 'promoNumber']: None is not of type 'string'; ['promo', 'series']: None is not of type 'string'; ['set', 'symbolCode']: None is not of type 'string'; ['set', 'total']: None is not of type 'integer'; ['setboxLetters']: None is not of type 'string'
2025-10-06 00:01:02,156 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0022.json
2025-10-06 00:01:02,157 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_006.png: Remote OCR JSON failed validation: ['_confidence', 'text']: {'abilities': 0.95, 'attacks': 0.95, 'weaknesses': 0.95, 'resistances': 0.95, 'retreatCost': 0.95} is not of type 'number'; ['promo', 'promoNumber']: None is not of type 'string'; ['promo', 'series']: None is not of type 'string'; ['set', 'name']: None is not of type 'string'; ['set', 'symbolCode']: None is not of type 'string'; ['text', 'attacks', 1, 'text']: None is not of type 'string'
2025-10-06 00:03:30,020 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-06 00:03:34,514 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_454p0zm4/FirstScan.pdf into 74 image(s) at 300dpi
2025-10-06 00:03:34,522 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-06 00:03:34,523 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_454p0zm4/FirstScan.pdf (dpi=300, limit=0)
2025-10-06 00:03:53,711 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-06 00:04:09,631 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-06 00:04:27,354 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-06 00:04:40,002 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-06 00:04:42,214 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-06 00:04:44,591 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan.pdf into 74 image(s) at 300dpi
2025-10-06 00:04:44,615 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-06 00:04:44,616 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan.pdf (dpi=300, limit=0)
2025-10-06 00:04:48,862 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-06 00:04:53,957 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata__2cr7dim/FirstScan.pdf into 74 image(s) at 300dpi
2025-10-06 00:04:53,966 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-06 00:04:53,966 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata__2cr7dim/FirstScan.pdf (dpi=300, limit=0)
2025-10-06 00:05:00,791 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-06 00:05:03,108 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-06 00:05:11,273 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-06 00:05:15,204 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-06 00:05:18,276 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-06 00:05:26,116 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-06 00:05:32,638 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-06 00:05:36,475 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-06 00:05:45,908 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-06 00:05:48,306 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-06 00:05:52,923 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-06 00:06:00,397 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-06 00:06:04,193 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-06 00:06:12,198 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-06 00:06:12,203 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-06 00:06:22,649 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-06 00:06:27,241 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-06 00:06:36,164 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0023.json
2025-10-06 00:06:36,166 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_022.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:06:41,010 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-06 00:06:50,376 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-06 00:06:54,464 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-06 00:07:01,212 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-06 00:07:04,003 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-06 00:07:08,747 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0024.json
2025-10-06 00:07:08,747 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:07:15,231 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-06 00:07:21,667 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-06 00:07:29,033 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0025.json
2025-10-06 00:07:29,033 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:07:39,070 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-06 00:07:42,493 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-06 00:07:46,646 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_030.png
2025-10-06 00:07:59,382 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-06 00:08:01,014 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_032.png
2025-10-06 00:08:08,942 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0026.json
2025-10-06 00:08:08,943 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_022.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:08:17,667 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0027.json
2025-10-06 00:08:17,667 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_034.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:08:19,657 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0028.json
2025-10-06 00:08:19,657 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_022.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:08:34,021 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-06 00:08:37,155 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_036.png
2025-10-06 00:08:38,418 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-06 00:08:46,216 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0029.json
2025-10-06 00:08:46,216 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:08:49,297 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0030.json
2025-10-06 00:08:49,297 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_038.png: Remote OCR JSON failed validation: ['text', 'attacks', 0, 'damage']: '' is not valid under any of the given schemas
2025-10-06 00:08:51,912 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0031.json
2025-10-06 00:08:51,913 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:09:03,529 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0032.json
2025-10-06 00:09:03,529 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:09:09,462 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_040.png
2025-10-06 00:09:18,080 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_030.png
2025-10-06 00:09:19,238 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0033.json
2025-10-06 00:09:19,239 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:09:30,706 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_042.png
2025-10-06 00:09:30,876 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_032.png
2025-10-06 00:09:34,114 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_030.png
2025-10-06 00:09:44,075 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_044.png
2025-10-06 00:09:46,247 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_034.png
2025-10-06 00:09:46,332 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_032.png
2025-10-06 00:09:58,302 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0034.json
2025-10-06 00:09:58,303 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_046.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:10:02,496 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_036.png
2025-10-06 00:10:05,197 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0035.json
2025-10-06 00:10:05,197 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_034.png: Remote OCR JSON failed validation: ['text', 'attacks', 0, 'damage']: '' is not valid under any of the given schemas
2025-10-06 00:10:13,117 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_048.png
2025-10-06 00:10:16,751 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0036.json
2025-10-06 00:10:16,751 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_038.png: Remote OCR JSON failed validation: ['text', 'attacks', 0, 'damage']: '' is not valid under any of the given schemas
2025-10-06 00:10:26,770 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0037.json
2025-10-06 00:10:26,771 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_050.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:10:27,246 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_036.png
2025-10-06 00:10:33,198 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_040.png
2025-10-06 00:10:39,370 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0038.json
2025-10-06 00:10:39,371 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_038.png: Remote OCR JSON failed validation: ['text', 'attacks', 0, 'damage']: '' is not valid under any of the given schemas
2025-10-06 00:10:48,068 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_042.png
2025-10-06 00:10:48,074 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_052.png
2025-10-06 00:10:52,915 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_040.png
2025-10-06 00:11:05,440 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_044.png
2025-10-06 00:11:06,847 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0039.json
2025-10-06 00:11:06,847 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_054.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:11:09,616 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_042.png
2025-10-06 00:11:20,229 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0040.json
2025-10-06 00:11:20,230 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_046.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:11:23,201 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0041.json
2025-10-06 00:11:23,202 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_056.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:11:27,772 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_044.png
2025-10-06 00:11:38,784 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_048.png
2025-10-06 00:11:43,622 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_058.png
2025-10-06 00:11:55,136 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0042.json
2025-10-06 00:11:55,137 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_046.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:11:55,192 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_060.png
2025-10-06 00:11:55,584 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0043.json
2025-10-06 00:11:55,587 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_050.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:12:08,764 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0044.json
2025-10-06 00:12:08,765 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_062.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:12:11,886 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_052.png
2025-10-06 00:12:13,530 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_048.png
2025-10-06 00:12:26,569 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0045.json
2025-10-06 00:12:26,570 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_050.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:12:27,802 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0046.json
2025-10-06 00:12:27,802 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_054.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:12:37,669 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_064.png
2025-10-06 00:12:44,307 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0047.json
2025-10-06 00:12:44,308 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_056.png: Remote OCR JSON failed validation: ['number']: None is not of type 'string'
2025-10-06 00:12:45,138 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_052.png
2025-10-06 00:13:02,317 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0048.json
2025-10-06 00:13:02,317 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_066.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:13:04,942 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0049.json
2025-10-06 00:13:04,943 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_054.png: Remote OCR JSON failed validation: ['text', 'resistances', 0, 'value']: '-30' does not match '^(\\+10|\\+20|\\+30|\\+40|\\+50|\\+60|×2|x2|2×|2x)$'
2025-10-06 00:13:05,674 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_058.png
2025-10-06 00:13:20,992 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0050.json
